organisation,city,addressbook_id,description,image1,showhotel,image2,image3,image4,starcategories_id,cuisine,bars,restaurants,checkout,accessrail,accessair,accessbus,advantage,logo,rooms,ac,roomfacility,otherfacility,services,creditcards,fhra,WebWriteUp1,WebWriteUp2,url,Metatype,Descr,Keywords,Display,CheckIn,ChildExtraBed,Pets,Bedroom,HotelView,Outdoors,Amenities,Activities,LivingArea,Media,Food,Internet,Parking,HotelServices,General,Chk_BF_Incl,Chk_Board,Chk_ChildFree,Chk_Restaurant,Chk_Bar,Chk_BusiCentre,Chk_Parking,Chk_Swim,Chk_Laundry,Chk_Fitness,Chk_Sauna,Chk_AC,Chk_Heating,Chk_Wifi,Chk_MiniBar,Chk_Phone,Chk_Security,Chk_Smoke,Chk_Cable
"Ritz Plaza",Amritsar,646,"This aristocratric, low, cream coloured building is Amritsar's oldest hotel. 

Ritz Plaza is being gradually modernized, and now has an inviting swimming pool, a multi-cuisine restaurant, and a lounge bar. The large air-conditioned rooms are well furnished.

Ritz Plaza is spread over an aristocratic 2 acres on Mall Road, the most sought after location in Amritsar, some 2 km from the Golden Temple.",amritsar_ritz.jpg,1,amritsar_ritz2.jpg,amritsar_ritz3.jpg,amritsar_ritz4.jpg,4,"Indian, Chinese, Continental",1,1,11:00,"1.5 kms from Railway Station","11 kms. from Airport","2 kms. from Bus Stand","Near Railway Station situated on the Mall Road, Posh Locality",amritsar_ritz.jpg,50,"Centrally Air-conditioned","Room Service, H/C running water, Telephone, Fax, T.V., Safe Deposit, Channel Music, E-mail","Banquet & Conference Facilities, Travel Desk, Swimming Pool","Doctor on Call, Laundry, Money Changer, Safe Deposit, Baby Sitting, Travel Desk Service","American Express, Visa & Mastercards",3004,"A comfortable hotel in a good location, Ritz Plaza was recently renovated. The rooms are warm with buttery yellow walls, wooden or marbled floors and unfussy furniture. The sofas and armchairs are comfortable and the beds covered with paisley and flower prints. The bathrooms are modern and well stocked with toiletries. 

The enclosed lawn is surrounded by palms with a seasonally functional pool in its centre. The coffee shop spills out onto this lawn. There is also a bar/lounge leading off the reception area. 
  
The staff is friendly and helpful and the management professional. The Ritz Plaza promises a comfortable stay and its prime location ensures easy access to the Golden Temple and Jallianwallah Bagh - the main sights of interest in the city.",,ritz-plaza,"This low, cream coloured building is Amritsar's oldest hotel. Recently modernized, the hotel now has a swimming pool, gym, multi-cuisine restaurant. and a lounge bar.","Ritz Plaza in Amritsar - Travel in India | Travellers Palm","ritz plaza, hotel, amritsar, punjab, golden temple, sikh, special places",1,13:00,"Free! One child under 5 years stays free of charge when using existing beds.
One older child or adult is charged INR 700 per person per night in an extra bed.
Free! One child under 5 years stays free of charge in a child's cot/crib.
The maximum number of extra beds in a room is 1.
The maximum number of children's cots/cribs in a room is 1.
Any type of extra bed or child's cot/crib is upon request and needs to be confirmed by management.
Supplements are not calculated automatically in the total costs and will have to be paid for separately during your stay
","Pets are allowed on request. Charges may be applicable.","Wardrobe/Closet, Dressing Room",,"BBQ facilities, Outdoor pool (seasonal), Garden",,"Fitness centre","Seating Area, Sofa, Desk, Dining area","Satellite Channels, Flat-screen TV, Telephone","Bar, Restaurant (� la carte), Restaurant (buffet)
","Free! WiFi is available in all areas and is free of charge.","Free! Free private parking is possible on site (reservation is not needed).","Room service, Car hire, 24-hour front desk, Express check-in/check-out, Currency exchange, Tour desk, Luggage storage, Concierge service, Lockers, Babysitting/child services, Laundry, Dry cleaning, Shoeshine, Meeting/banquet facilities, Business centre, Fax/photocopying, Barber/beauty shop, VIP room facilities
","Newspapers, Safety deposit box, Non-smoking rooms, Facilities for disabled guests, Lift, Heating
",1,0,5,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"Hotel New Park",Pushkar,648,"Hotel New Park is a relatively small hotel away from the hustle-bustle of the lake side. The low bungalow style building is situated on the eastern edge of Pushkar surrounded by mountains, forest and a beautiful rose garden. 

The rooms are simply but adequately furnished and all have ensuite bathrooms.The hotel has a large air-conditioned restaurant and a swimming pool.",pushkar_newpark.jpg,1,pushkar_newpark1.jpg,pushkar_newpark2.jpg,"",0,,,,,,,,,,53,,,,,"Visa/Master Credit Cards Accepted",,,,hotel-new-park,"A small hotel away from the lake-side hustle-bustle. The low bungalow style building is situated on the eastern edge of Pushkar surrounded by mountains, forest and a beautiful rose garden. The rooms are simply but adequately furnished and all have ensuite bathrooms.There is a rooftop restaurant with panaromic view of the Aravali hills and a garden restaurant decorated with fresh and lively the dyed traditional textiles. The hotel also has a swimming pool.","Hotel New Park in Pushkar - Travel in India | Travellers Palm","new park, pushkar, rajasthan, hotel, camel fair, special places",1,,,,,,,,"Camping Jeep, Horse and Camel Safaries",,,,,"Free Parking is available.","Restaurant ,Room Service ,Travel Desk, Laundry Service ,Doctor on call ,Car Rental ,Clock Room, STD/ISD Telephone , Visa/Master Credit Cards Accepted Money Exchange, Minibar,  Omit Elevators, Kerala Ayurvedic Massage
",,0,0,,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"Ri Rab Hotel",Leh,651,""," ",1,"","","",0,,,,,,,,,,,,,,,,,,,ri-rab-hotel,"","Ri Rab Hotel in Leh - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K-Sar Hotel",Leh,653,""," ",1,"","","",0,,,,,,,,,,,,,,,,,,,k-sar-hotel,"","K-Sar Hotel in Leh - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fairmont Hotel",Darjeeling,659,""," ",1,"","","",0,,,,,,,,,,,,,,,,,,,fairmont-hotel,"","Fairmont Hotel in Darjeeling - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carmelia Haven",Vandanmedu,661,"Carmelia Haven is an eco-friendly plantation retreat close to Thekkady. The resort nestles amidst 55 acres of tea and cardamom plantations and has a swimming pool, tennis court and ayurvedic massage centre.  

Here you can stay in a tree top wooden cabin with an attached bathroom and balcony, offering unmatched views at a height! There are also cave houses and circular honeymoon suites as well as regular thatched cottages."," ",1,"","","",0,,,,,,,,,,,,,,,,,"Carmelia Haven is a lovely resort set in 55 acres of plantations full of cardamom, spices, coffee, tea and fruit trees. There are paved walkways where all the trees or shrubs are labeled. Don't miss the majestic tree from whose bark (resin) incense is collected.

The rooms come in several different types - all in cottage style. Covered with thatch, they are quaint and have a private sit-out to enjoy the views of either the pool or the plantation.

There are also two tree houses - one of them built on the oldest tree of the property. Stoically, the tree continues to grow around the tree house! Inside, the ambience is like a game lodge in Africa - an abundance of wood, and large glass panes looking out to the trees and a verandah that runs around almost all sides. 

There is a large Ayurveda centre which offers full treatment programs of various durations. Of course, the short term guest can simply relax with a massage. 

Excursions can be organised to Kailasam - 30 kms away. This is where the Periyar river cascades over boulders before crashing into the flat ground below, and is a thrilling day trip.",,carmelia-haven,"Carmelia Haven is an eco-friendly plantation retreat close to Thekkady. The resort nestles amidst 55 acres of tea and cardamom plantations and has a swimming pool, tennis court and ayurvedic massage centre.  ","Carmelia Haven in Vandanmedu - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mascot Hotel",Ahmedabad,670,""," ",1,"","","",0,,,,,,,,,,,,,,,,,,,mascot-hotel,"","Mascot Hotel in Ahmedabad - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ankur Resort","Sawai Madhopur",675,"A simple but comfortable resort. There are 15 rooms in the main building and 10 rooms in bungalow style scattered in the pleasant garden. The rooms are adequately furnished. The restaurant serves good Indian food in a set menu style. A stay in Ankur Resorts includes 2 park safaris per day by jeep/canter.",sawaimadhopur_ankur.jpg,1,sawaimadhopur_ankur2.jpg,sawaimadhopur_ankur3.jpg,sawaimadhopur_ankur4.jpg,0,,,,,"1 1/2 Kms From Sawai Madhopur Railway Station","180 Kms From jaipur Airport",,"Located Close to the Rathmabore Park Entrance gate",sawaimadhopur_ankur.jpg,25,"All Cottages Airconditioned, Others Aircooled","Many Rooms in Cottages in the Large Gardens",,"Laundry, Doctor on Call, Jeep Safaris in Ranthambore national Park with trained Naturalists, Visits to Ranthambore Fort",,,,,ankur-resort,"A simple but comfortable resort. There are 15 rooms in the main building and 10 rooms in bungalow style scattered in the pleasant garden. The rooms are adequately furnished. The restaurant serves good Indian food in a set menu style. A stay in Ankur Resorts includes 2 park safaris per day by jeep/canter.","Ankur Resort in Sawai Madhopur - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hotel Vaibhav",Varanasi,678,"Hotel Vaibhav is quite a smart little establishment in the leafy Cantonment area, just north of Varanasi's railway station. 

This 3-star hotel has sixty well-furnished rooms with Indian art on the walls and a green-themed restaurant which serves good Indian, Chinese and Western food. There is also a subterranean bar which can be enjoyed here."," ",1,"","","",0,,,,,,,,,,,,,,,,,,,hotel-vaibhav,"Hotel Vaibhav is quite a smart little establishment in the leafy Cantonment area, just north of Varanasi's railway station. ","Hotel Vaibhav in Varanasi - Travel in India | Travellers Palm","hotel vaibhav, varanasi, ganges, uttar pradesh, special places",1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hotel Clarks Bundela",Khajuraho,679,"A superior hotel, situated just a short distance away from the temples. The hotel offers 68 tastefully furnished rooms with individually controlled air-conditioning and luxurious bathrooms. The hotel has a large outdoor swimming pool, a multi-cuisine restaurant, garden Bar-B-Q, a bar, tea lounge, and 24 hour room service.",khajuraho_bundela.jpg,1,khajuraho_bundela1.jpg,khajuraho_bundela2.jpg,"",4,"Multi-cuisine, Indian, Chinese, Continental",1,2,"12.00 Noon","","1 km. from Airport","1 km. from Bus Stand","Thousand year old Temples Near by",,68,"Centrally Air-conditioned","Room Service, H/C running water, Telephone, Fax, T.V., Channel Music","Banquet & Conference Facilities, Shopping Arcade, Tribal/Folk dance, Puppet Show, Yoga & meditation, Fishing, Horse/Elephant safari, massage","Doctor on Call, Laundry, Money Changer, Safe Deposit, Baby Sitting, Valet, Travel Desk Service, Picnic Hampers","AMEX, CAN, BOB, Diners, VISA, Andhra",9147,,,hotel-clarks-bundela,"A superior hotel, situated just a short distance away from the temples. The hotel offers 68 tastefully furnished rooms with individually controlled air-conditioning and luxurious bathrooms. The hotel has a large outdoor swimming pool, a multi-cuisine restaurant, garden Bar-B-Q, a bar, tea lounge, and 24 hour room service.","Hotel Clarks Bundela in Khajuraho - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Narayan Vilas Hotel",Jaisalmer,683,""," ",1,"","","",0,,,,,,,,,,,,,,,,,,,narayan-vilas-hotel,"","Narayan Vilas Hotel in Jaisalmer - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suzlon Beach Resort",Diu,685,""," ",1,"","","",0,,,,,,,,,,,,,,,,,,,suzlon-beach-resort,"","Suzlon Beach Resort in Diu - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aroma Hotel",Chandigarh,686,""," ",1,"","","",3,"Multi-cuisine, Indian, Continental, Chinese, Mexican, South Indian, Bakery, Confectionary",1,3,"12.00 Noon","8 kms. from Downtown Railway Station","8 kms. from Downtown Airport","1/2 kms from bus stand",Downtown,,30,"","24 hours Room Service, H/C running water, Telephone, Fax, T.V., Safe Deposit, Channel Music, Tea/Coffee maker","Business Centre, Banquet & Conference Facilities, Shopping Arcade","Doctor on Call, Laundry, Safe Deposit, Travel Desk Service, Business Centre","AMEX, BOB, Diners,VISA, Master",2233,,,aroma-hotel,"","Aroma Hotel in Chandigarh - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manaltheeram Beach Resort",Kovalam,687,""," ",1,"","","",2,"Indian, Chinese, Continental, Regional Cuisine, Tasty Seafood","",1,"12.00 Noon","22 kms. from Railway Station","21 kms. from Airport","22 kms. from Bus Stand","",,35,"","Cultural Shows, Indoor & Outdoor Games, Boating, Ayurveda treatment and massage, Yoga & Meditation","Telephone, Safe Deposit Locker, Mail & Message handling, Safe keeping of Baggage, Doctor on call, Money Change, Gift Shop, Tours & Trave Counter, Pick up from Arrival Point, Car Parking, Room Service, Hot Water, Laundry, Beach Umbrellas, Beach Decks","","AMEX, VISA, Master",2281,,,manaltheeram-beach-resort,"","Manaltheeram Beach Resort in Kovalam - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
