addressbook_id,description,image1,showhotel,image2,image3,image4,starcategories_id,cuisine,bars,restaurants,checkout,accessrail,accessair,accessbus,advantage,logo,rooms,ac,roomfacility,otherfacility,services,creditcards,fhra,WebWriteUp1,WebWriteUp2,url,Metatype,Descr,Keywords,organisation,address,city,postalcode,countries_id,phone,fax,pan,email,www,branch_cities_id,note,areacode,bank_addressbook_id,through_addressbook_id,mailto_addressbook_id,cities_id,states_id,currencies_id,web,company,taxno,IncludeInBalanceSheet,InvoiceTo_Addressbook_id,InvoiceOrderNo
28,"A long term favourite, Ideal Beach Resort is situated right on the beach, a few km north of Mamallapuram village. 

The resort is designed as a series of cottages, all with their own balcony and verandah. There is also a large swimming pool surrounded by water gardens and flowering shrubs. 

The Sri Lankan owner runs an excellent restaurant with sea food specialties.",mamallapuram_ideal.jpg,1,mamallapuram_ideal2.jpg,"","",4,"Multi-cuisine Restuarant, well-known for its Sri Lankan, Indian & Continental food and especially Sea-food",,,12:00,,,,"Located Right on the Beach of Mamallapuram",mamallapuram_ideal.jpg,68,"Many Rooms Airconditioned","Rooms in Cottages in the Garden, Most with Balconies Overlooking the Ocean","Conference Hall, Safe Deposit ","Swimming pool,  Taxis & Travel Agency , Money Changing, Doctor on Call, Laundry Service ",,,"Ideal Beach Resort was set up by a retired prize winning tea planter and hotelier from Sri Lanka, Mr. Dharmalingam, nowadays enthusiastically supported by his son Mr. Bose Dharmalingam and his family.

The accommodation is in spacious and air-conditioned cottages, with private balconies or verandahs equipped with chairs or loungers. The rooms are large and are kept cool by the sea breeze. The colours of the beach are brought indoors with the use of deep blues, warm browns and summery whites. 

Gazebos and garden benches dot the large garden and flowers such as orchids, birds of paradise and red ixoras, are abundant. 

Naturally, the restaurant specialises in sea food straight from the nets of the local fishermen. The staff is happy to set up a table on the lawns so that you can sit in the shade of the trees with cool grass beneath your feet while you enjoy freshly caught crabs and lobsters. 

Ideal Beach Resort has its own orchid farm at Poonjeri Village, 3 km from the resort, where 30 different types of orchids are grown.",,ideal-beach-resort,"A long term favourite, Ideal Beach Resort is situated right on the beach, a few km north of Mamallapuram village. ","Ideal Beach Resort in Mamallapuram - Travel in India | Travellers Palm","ideal beach resort, mamallapuram, cottages, sea, food, special places","Ideal Beach Resort","East Coast Road",Mamallapuram,"603 104",200,"27442240, 27442443",27442243,"",reservation@idealresort.com,www.idealresort.com,,"",044,,374,,259,29,13,1,0,,1,,
29,"",mudumalai_bamboo1.jpg,1,"","","",0,,,,,,,,,,,,,,,,,,,bamboo-banks-farm-guest-house,"","Bamboo Banks Farm Guest House in Mudumalai - Travel in India | Travellers Palm",,"Bamboo Banks Farm Guest House","P.O.Massinigudi
Nilgiris",Massinigudi,"643 223",200,"56 222 , 56 211","56 222","","","",,"",0423,,,,287,29,13,0,0,,1,,
30,""," ",1,"","","",0,"Indian, Chinese, Continental",1,1,"12.00 Noon","5 kms. from Railway Station","","5 kms. from Bus Stand","Centrally Located",,56,"Centrally Air-conditioned","24 hrs. Room Service, H/C running water, Telephone, Fax, T.V., Safe Deposit, Channel Music","Business Centre, Executive Lounge, Banquet & Conference Facilities","Doctor on Call, Laundry, Money Changer, Safe Deposit, Secretarial Services, Cyber Cafe, Jravel Desh, Horse Riding","All major cards acclaimed nationally & inter nationally",8382,,,kings-court-hotel,"","Kings Court Hotel in Mysore - Travel in India | Travellers Palm",,"Kings Court Hotel","Jhansi Lakshmibai Road
",Mysore,"570 005",200,"421 142","422 384",AAACV3428J,kingskourt@vsnl.com,kingskourt.com,,"",0821,,,,293,15,13,0,0,,1,,
31,"A lovingly restored palace at the edge of town, originally built for Mysore's royal princesses, the old Chittaranjan Palace is now a lovely heritage hotel set in beautiful gardens. 

There are some fabulous suites in the main building, all with period furniture, and more moderate rooms in the garden annexe. 

There is also a well stocked library and guests can play chess or carrom in the main hall.",mysore_greenhotel.jpg,1,mysore_greenhotel2.jpg,mysore_greenhotel3.jpg,mysore_greenhotel4.jpg,0,"Mysore's Popular Multi-cuisine Restaurant",,1,,,,,"Graceful Old Palace Close to Down town Mysore. Run As an Example of Sustainable Low Impact Tourism",mysore_green.jpg,31,,"All Rooms with En-suite Facilities, Many Rooms with Sit-outs","Extensive Award Winning Gardens, Atmospheric Sitting Rooms & Verandahs, Croquet, In-door Games","Laundry, Doctor on Call",,,"A stately white manor, the Green Hotel was built at the turn of the century by the Maharaja of Mysore for his unmarried sisters. Now taken over by a charitable organization, the hotel has theme based rooms that are sweetly eccentric and furnished with antique dark wood cabinets, beds and rocking chairs. True to its name there is a large award winning ornamental garden encircling the hotel and potted plants dot its interiors. Green Hotel is warm, appealing and completely adorable.   

The rooms in the main house include the Bollywood rooms with mounted panels of old movie posters, the flower patterned Marigold room, and the Maharani suite with a large four poster bed. The bed covers are crisp and feature Indian prints. Books line the shelves in the rooms and the bathrooms are clean, modern and even feature a traditional Indian bucket in sparkling steel. While the best rooms are in the main house their popularity ensures that they are quite often unavailable.

The more modern rooms in the annexe are less imaginatively decorated but are still large and cool, with large beds covered in hand block printed quilts, with creamy walls, chintz covered sofas and leafy plants. There are also paintings of flowers and peacocks on the doors and cupboards.   

There is no air conditioning in the rooms (this is an environmentally friendly hotel after all) but the overhead fans circulate the breeze that comes in through the large windows. There is a charming blue floored library in the main building, with a cushioned window seat to curl up in, a dozen lounge chairs, and cane chairs in the garden.

Indian, Continental and Chinese food is served on candlelit tables in the outdoor garden. The hotel is a 20 minute drive from the city centre.",,the-green-hotel,"A lovingly restored palace at the edge of town. Originally built for Mysore's royal princesses, the old Chittaranjan Palace is now a lovely heritage hotel set in beautiful gardens. ","The Green Hotel in Mysore - Travel in India | Travellers Palm","green hotel, mysore, heritage, Karnataka, special places, responsible travel","The Green Hotel","Chittaranjan Palace
2270, Vinoba Road 
Jayalakshmipuram",Mysore,"570 012",200,"4255000, 4255001, 4255002",2516139,"",booking@greenhotelindia.com,www.greenhotelindia.com,,"",0821,,,,293,15,13,1,0,,1,,
32,"A cozy and comfortable small hotel with excellent views over the Nilgiris. Situated just off Havelock Road, on a hill overlooking endless green valleys and mountains, the hotel has just 12 rooms. There are lovely private gardens at different levels where you can sit back and enjoy the scenery.",ooty_willow.jpg,1,ooty_willow2.jpg,"","",2,Multi-cuisine,"",1,"12.00 Noon","3 kms. from Railway Station","100 kms from Airport","3 kms. from Bus Stand","Hill Top",ooty_willow.jpg,12,Air-cooled,"Room Service, H/C running water, Telephone, T.V.","Business Centre, Children's Park, Children Park, Shuttle Court","Doctor on Call, Laundry, Travel Desk Service","AMEX, CAN, Diners, VISA, Master, Andhra, Central, Citi",2204,,,the-willow-hill,"A cozy and comfortable small hotel with excellent views over the Nilgiris. Situated just off Havelock Road, on a hill overlooking endless green valleys and mountains, the hotel has just 12 rooms. There are lovely private gardens at different levels where you can sit back and enjoy the scenery.","The Willow Hill in Ootacamund - Travel in India | Travellers Palm",,"The Willow Hill","58/1 Havelock Road
",Ooty,"643 001",200,"2444037, 2444758",2444037,"",willow@willowhill.in,www.willowhill.in,,"",0423,885,,,311,29,13,1,0,,1,,
33,"A centrally located 2-star hotel, not far from the boat jetty from where you can take a backwater cruise from Kollam to Allapuzha. It has 30 rooms, varying in standard, and a popular restaurant and bar.",kollam_sudarsan1.jpg,1,"","","",2,"Indian, Chinese, Continental, Kerala","1 A/C","2 A /C","24 hrs.","11/2 kms from Railway Station","85 kms from Airport","1/2 km. from Bus Stand","Situated in the Heart of the City",,30,"Centrally Air-conditioned","Room Service, H/C running water, Telephone, Fax, T.V., Safe Deposit, Channel Music","Banquet & Conference Facilities","Laundry, Money Changer, Safe Deposit","CAN, BOB, Diners, VISA, Master, Andhra, Central, ANZ, Citi, American Express",8482,,,sudarsan,"A centrally located 2-star hotel, not far from the boat jetty from where you can take a backwater cruise from Kollam to Allapuzha. It has 30 rooms, varying in standard, and a popular restaurant and bar.","Sudarsan in Kollam - Travel in India | Travellers Palm",,Sudarsan,"Parmeshwar Nagar
",Kollam,"691 001",200,"744 322","740 480","","","",,"",0474,,,,345,16,13,0,0,,1,,
34,"A charming small hotel, Ideal River View Resort is located in a secluded spot along the banks of a river about 3 km from Thanjavur. 

The Ideal River View Resort has 20 air-conditioned rooms in two storeyed cottages and a swimming pool. The rooms are kept cool by the smooth stone floors. Chunky legged beds are comfortable and the chairs are often quaintly cane backed. All rooms have a small balcony overlooking the gardens and river beyond.",thanjavur_riverview.jpg,1,thanjavur_riverview2.gif,thanjavur_riverview3.jpg,"",3,Multi-Cuisine,,,12:00,,,,"Located on a Riverbank ",thanjavur_ideal.jpg,69,"All Airconditioned","Rooms With Private Balconies offering Good Views of the Garden & River, Private Facilities","Taxis & Travel Agency, Money Changing, Safe Deposit ","Doctor on Call, Laundry, Swimming pool ",,,"Ideal River View Resort is situated on the banks of the sacred Cauvery River, a short drive away from the hot and dusty temple city of Thanjavur 

The hotel is reached by a red mud road, past paddy fields with kingfishers and ponds with lilies. The staff is warm, and attentive, and you are quickly made to feel at home.

The resort consists of a small and tranquil group of two storey villas. Wide, cool white corridors lead past waterfalls and ponds with plump fish, to large airy rooms. A refreshing breeze comes in over the river, and there are hammocks under palm trees in which to relax.  

Dinner is often served on the deck looking over the waters of the Cauvery and is sometimes accompanied by live local music. The chefs are proficient in Indian, Continental and even Sri Lankan cuisine. 

Only a few kilometers away from the busy market town of Tanjore, Ideal River View Resort offers a relaxing hideaway in idyllic surroundings.",,ideal-river-view-resort,"A charming small hotel, located in a secluded spot along the banks of a river. 3 km from Thanjavur. ","Ideal River View Resort in Thanjavur - Travel in India | Travellers Palm","ideal river view resort, hotel, thanjavur, tamil nadu, special places","Ideal River View Resort","Vennar Bank
Palli Agraharam",Thanjavur,"613 003",200,250533/633/833/933,251113,"","riverview@idealresort.com
reservation@idealresort.com",www.idealresort.com,,"",04362,,374,,392,29,13,1,0,,1,,
39,"","",1,"","","",0,,,,,,,,,,,,,,,,,,,odyssey-tours-travels-pvt-ltd,"",,,"Odyssey Tours & Travels Pvt. Ltd.","109 Chitra Vihar",Delhi,"110 092",200,"22530495 / 22419515 /  22050745 - 22424487.","202 7528","",pratibha57@hotmail.com,"",,"",011,,,,,9,13,0,1,,1,,
49,"A well run and comfortable moderate hotel, the Marshyangdi has been very popular with our guests over many years. It is located in the Thamel area which is the buzzing centre of Kathmandu. The Marshyangdi offers comfortably furnished rooms with en suite facilities. The Reception staff is effient and friendly. There is a choice of 2 restaurants and a bar.",ktm_marshyangdi.jpg,1,"","","",0,,,,,,,,,,,,,,,,,,,hotel-marshyangdi,"A well run and comfortable moderate hotel, the Marshyangdi has been very popular with our guests over many years. It is located in the Thamel area which is the buzzing centre of Kathmandu. The Marshyangdi offers comfortably furnished rooms with en suite facilities. The Reception staff is effient and friendly. There is a choice of 2 restaurants and a bar.","Hotel Marshyangdi in Kathmandu - Travel in India | Travellers Palm",,"Hotel Marshyangdi","P.O.Box 5206
Paknajol
Thamel",Kathmandu,13321,8,"470 0105, 470 0022","470 1008","","info@hotelmarshyangdi.com
htlgold@mail.com.np",hotelmarshyangdi.com,,"",009771,,2021,,234,,25,0,0,,0,,
50,"",khajuraho_ashok.jpg,1,"","","",3,"Indian, Continental, Pool Side Bar-B-Que",1,1,"12.00 Noon","175 kms. from Jhansi Railway Station","5 kms. from Airport","1 km. from Bus Stand","Walking distance from temples",,37,"Centrally Air-conditioned","Room Service, H/C running water, Telephone, T.V., Channel Music, Fridge","Conference Facilities, Shopping Arcade, Swimming Pool","Doctor on Call, Laundry, Money Changer, Banking, Safe Deposit, Valet","AMEX, CAN, Diners, VISA, Master, ANZ",3264,,,khajuraho-ashok,"","Khajuraho Ashok in Khajuraho - Travel in India | Travellers Palm",,"Khajuraho Ashok"," ",Khajuraho,"471 606",200,"44 024, 44 042, 44 361, 44 336","42 239","","","",,"",07686,,775,,154,21,13,0,0,,1,,
53,"Located on the outskirts of Mandawa and overlooking fields and sand dunes, the unique and atmospheric Desert Resort is a truly original and memorable place to stay. It resembles a purpose built village, with streets leading to the clusters of huts and thatched pavilions from which to enjoy the surroundings. The delightful ""mud huts"" are surprisingly cool and comfortable, with large modern bathrooms, and are brightly decorated with local textiles and craftwork. There is an azure blue swimming pool overlooking the rolling sand dunes of Mandawa. Elaborate buffet meals are served in the cool dining room which is decorated with shells.",mandawa_desertresort.jpg,1,mandawa_desertresort2.jpg,mandawa_desertresort3.jpg,"",2,"Indian, Continental, Mughlai, Chinese, Rajasthani",1,1,12:00,"14 kms. from Railway Station","168 kms from Airport","1/2 kms. from Bus Stand","",mandawa_desert_resort.jpg,60,"","Room Service, H/C running water, Telephone, T.V.","Swimming Pool, Tennis, Camel - Horse - Chariot - Jeep Ride, Folk Dances- Puppet Show","Doctor on Call, Laundry, Money Changer, Fax","AMEX, VISA, Master, BOB",8871,"A charming village of a cluster of mud huts, complete with all modern conveniences, the Desert Resort at Mandawa is a unique experience. Its location on sand dunes offers fantastic views of the surrounding desert. 

The entrance is grand - as if you are visiting a village preparing for a festival. High walls are hand plastered in mud and festive colours. Colourful flags fly in the brisk desert winds. The charming lounge resembles a village get-together place. The seating is created out of mud-plaster and is tucked away along the walls. Vivid coloured fabrics cover the cushions and mattresses.

The little `village' has streets, little hamlets and thatched pavilions. The huts are plastered with mud and decorated with traditional designs in lime paste. The huts are separated from each other by low walls created by heaped clay pots covered and held together by mud plaster. 

The interiors of the mud huts are extremely charming. The beds are covered in patchwork quilts from the neighbouring state of Gujarat. The niches in the mud walls hold attractive artefacts or simple oil lamps. Small mirrors studded on the walls create a magical effect. 

Towards the end of the property is an azure blue swimming pool, ideal for cooling down in the hot afternoons. Meals are served either in the indoor hall or in a vast open courtyard. The buffet spread is impressive and is accompanied by live music performers.",,desert-resort,"Located on the outskirts of Mandawa and overlooking fields and sand dunes, the Desert Resort is a purpose built village. It has streets, little hamlets and thatched pavilions from which to enjoy the surroundings. ","Desert Resort in Mandawa - Travel in India | Travellers Palm","desert resort, mandawa, rajasthan, heritage hotel, village, havelis","Desert Resort","Shekhavati
Dist. Jhunjhunu
",Mandawa,"333 704",200,"223 151, 223 245, 223 514","223 515","",reservation@castlemandawa.com,www.mandawahotels.com,,"",01592,,928,928,265,27,13,1,0,,1,,
